86,Prawn Katsu Roll,Panko crumbed prawns and avocado packed with sushi rice in a maki roll.,sushi_hub_prawn_katsu_avocado.jpg,3.20,9
87,Salmon Deluxe Box,"4x Salmon Nigiri, 6x Salmon Maki slices and 2x large roe, egg, cucumber and salmon maki slices.",sushi_hub_salmon_deluxe_box.jpg,16.50,9
88,Seafood Deluxe Box,3x prawn katsu and roe maki slice with 8x assorted nigiri and gunkan.,sushi_hub_seafood_deluxe_box.jpg,16.50,9
89,Smoked Salmon Roll,Smoked salmon and cucumber packed with sushi rice in a maki roll.,sushi_hub_smoked_salmon_cucumber.jpg,3.50,9
90,Spicy Tuna Roll,"Tuna marinated in a spicy sauce, together with cucumber and sushi rice in a maki roll.",sushi_hub_spicy_tuna_avocado.jpg,3.20,9
91,2x Tacos,"Soft flour tortillas with your favourite filling, cheese, sour cream, salsa and cos lettuce. Comes in pairs.",zambrero_2x_tacos.PNG,10.50,10
92,Big Burrito,"Double rice, double filling, pinto beans, salsa, cheese, sour cream, cos lettuce and sauce in a mega tortilla.",zambrero_big_burrito.PNG,16.90,10
93,Bowl,"Your choice of filling with jasmine rice, pinto beans, cheese, sour cream, salsa and cos lettuce.",zambrero_bowl.PNG,13.40,10
94,Burrito,"Your choice of filling, jasmine rice, pinto beans, salsa, cheese, sour cream and lettuce all in a 12 inch tortilla.",zambrero_burrito.PNG,13.40,10
95,Chips,"Crispy corn chips, available with large sides of guacamole and your choice of sauce.",zambrero_chips.PNG,1.90,10
96,Dos Capas,A hard shell taco wrapped in a soft tortilla.,zambrero_dos_capas.PNG,5.75,10
97,Nachos,"Crispy corn chips topped with your choice of filling, melted cheese, guacamole, sour cream and tomato salsa.",zambrero_nachos.PNG,14.40,10
98,2x Quesadillas,"Your favourite filling, tomato salsa, and cheese, melted between a toasted soft flour tortilla. Comes in pairs.",zambrero_quesadilla.PNG,9.40,10
99,Small Burrito,Our burrito served in a smaller 10 inch tortilla.,zambrero_small_burrito.PNG,10.90,10
100,2x Veggie Quesadillas,"Tomato salsa and cheese, melted between a toasted soft flour tortilla. Comes in pairs.",zambrero_veggie_quesadillas.PNG,6.40,10
